label,text
1,dirtysouth what an honor to play coachella cant wait coachella
1,rt monroe id go rt raury whos responsible coachella
-1,also acdc really rideshouldheadline coachella rideox
1,im poor as fuck so i guess im watching coachella live on ther website coachella coachella
1,ima see drake at coachella like wtf
-1,coachella where are the strokes
1,thank god for friends all over the country coachella
1,coachella of the best times of my life cant wait to gather the gang amp do it again coachella coachella
1,cant wait to see kaskade at coachella fucking bae take it back for us
1,fitzandtantrums coachella tix go on sale at am more than just a dream
0,kanyewest fans are like ooo who is acdc coachella
0,there are over performers at coachella this year ive only heard of of them oldmanproblems toohiptocare coachella coachella
1,so ready to see flosstradamus for the rd time lets get turnt coachella
-1,very weak coachella line up imo
0,steely dan coachella coachella yachtmagic
1,kidink like why arent you gonna be at coachella coachella
1,i cant wait coachella
1,someday i will be able to afford coachella
0,rt mitchmarzuola sbtrkt will find his vowels coachella
0,it appears we may have the coachella lineup coachella coachella coachella
0,charlesbradley pretty please come to phoenix in between your coachella stops thanks
1,and elitedaily thanks for putting angelalessandra as the cover image shes my favorite coachella
1,nts i have months to lose weight lets do this stella coachella
1,i am feeling hashtag blessed bc of the coachella lineup
1,pacsun what weve all been waiting for coachella coachella
-1,whats up with all the coachella repeat offenders dejavu coachella
0,tips to see the best lineup for you at coachella goldenvoice coachella coachella goldenvoice
1,phillys warondrugsjams will play coachella amp govball watch them on jimmy fallon
1,when you might be in la the weekend of coachella and you see how amazing the line up is and then you remember how broke you are
1,im on a highway to coachella ill stop now coachella coachella
1,omg coachella rn coachella coachella dashradio
-1,drunkdebonair its friday isnt bad acdc is awkward you just expect more out of coachella because of its status as a festival
-1,rt valleygirlll i could see the like good bands playing coachella all individually and still have money left over notworthitthisy
1,rt ovoalecasillas the weeknd and drake are going to be at coachella and im not going
1,so whoever would love to buy my ticket to coachella i will love you long time and it would be fuckkn badass
1,what a blessed day this is coachella coachella goons where you at
1,who is going to coachella i need to see hozier
1,coachella lineup is legit including georgeezra and vancejoy is it bad to admit i really want to see steely dan throwback
1,can i please go to coachella this year this is all i wish for please coachella
1,lightsplease im here for this rt raury whos responsible coachella
1,its like a mini edc with all the edm artists playing this year i would only be looking forward to them and acdc coachella
1,drake coachella im so proud of you
-1,sigh every year coachella
0,looking for a w car camping spot coachella coachella
1,id give my firstborn to see acdc live sorrykid coachella
1,now to book our housecondo for the weekend coachella
-1,holly shit its expansive coachella
-1,just unfair coachella
1,if only i could move acdc over with florence and the machine and marina and the diamonds now that would be interesting coachella
1,coachella had to be trending
1,rt chelseagallardo here we go axwell ingrosso alesso defjam coachella def jam recordings
1,rt steveelzer i am crazy excited about the coachella lineup and they announced bottlerock today too also a really strong festival
0,are you going coachella
-1,ugh being broke sucks coachella only itstheplaceb
1,love the coachella line up coachellalineup coachella coachella
0,rt kenbo find out whos playing coachella musicfestivals junkiemonkeys drake acdc coachella
1,cleanbandit were playing at coachella this year could not be more excited coachella good luck guys
1,can i experience coachella pleaaaaase
-1,rt shannajac to everyone going to coachella leave your flower crowns at home douchebags
0,the coachella lineup is out whos going coachella heydrake
1,ready for a new adventure and gd music thx elisatoy coachella indio still have nd weekend
-1,still freaking the fuck out over that coachella lineup though coachella
1,what id give to go to coachella a kidney take a kidney i have two
0,hope azealiabanks brings out realstylesp for nathan coachella coachella
1,coachella coachella wooooooooo im going the hardest
0,nowplaying divinity filous remix porter robinson divinity coachella
0,coachella lineup announced
1,rt now the coachella lineup is here its got acdc drake as a headliner and steely dan yes you read that right
-1,that sad moment when coachella and bottlerocknapa release their lineups on the same day and i cant afford tickets to either
1,if honey get these coachella tickets ima hit backflips on vine
-1,who goes to coachella to see interpol the band why go thru all that trouble
0,jasonlipshutz youve heard of acdc right maybe you should go back to writing columns about biebers next album ffs coachella
1,im an like super excited for coachella drake amp theweeknd my two fav people of all time
0,touchamor and brandnew are playing coachella punksnotdead
1,so i am excited to see jesamps at coachella though
-1,rt moe not too impressed with the line up coachella
1,steely dan coachella fuckinghipsters
1,donaldglover could you please help out coachella and stop by also bring erykahbadu and anyone else frank ocean
1,rt tessaocheetos crying tears of joy i am so excited coachella
1,im finally going to coachella but not filling the line up bout to have fun tho
1,coachella lineup
1,got my ticket coachella
1,yessssssss coachella im ready for you
1,would love to go coachella
-1,friends dont let friends go to weekend coachella
1,dang it coachella your lineup makes me want to go to the desert amp spend a lot of money i dont have coachella
0,california usa corona coachella coachella makes space for rockers and ravers this year coachella
-1,last year i vowed to myself i would go to coachella ugh maybe next year
1,cant wait coachella
1,yep this happen coachella bitches
1,let the coachella music discovery begin
1,just got word drake is headlining at coachella sooo im definitely saving up the money
1,and the coachella lineup has been released too bad i cant go
1,llcoollj coachella huh this will be epic see you there
1,putting it in my plans to go see my boo drake at coachella
1,life is good coachella coachella
0,whos going to coachella
0,drake the weeknd coachella
1,what i would give to go to coachella no lie its gonna be so dope coachella
1,its official coachella
1,coachella line up has me like ahh i wanna go coachella
1,pouring over the coachella lineup exploring the unheard favorite new find so far has to be stromae
1,i really want to go to coachella but i really dont want to dress like a god damn moron for a weekend conundrums
0,raury whos responsible coachella crying omg
1,all i need is the car camping and im set coachella
0,whos going to coachella
-1,people actually listen to lil b coachella
1,steely dan at coachella cool
-1,of the coachella lineup is just a big hipster mess
1,so how about that coachella lineup perhaps the best ever
1,rt isabelgtz yep thats me coachella
-1,just looked at the coachella lineup i wouldnt have been able to sing along to any song
1,cant wait for coachella
1,watching kids trip balls watching steely dan is gonna be something ill tell ya what coachella
1,lowkey i would like to go to coachella
1,a lot of great acts for coachella coachella coachellalineup
-1,thekevinryder fear boner also unavailable such a shame coachella
-1,coachella lineup announced im so underwhelmed n
1,lineup is out coachella jack white acdc to headline via mydesert coachella
-1,coachella i dont go the bands i go the omg there is so much traffic and its so expensive and not fun this is so not woodstock
1,dat sunday lineup doooooe coachella
0,twitter thekumar sierasantos youve been quoted in my storify story fans and haters react to coachella
1,i want to goo sooooo bad coachella coachella
1,i got my coachella ticket vip doe coachella coachella
1,coachella weekend ticket shuttle pass guest house for the weekend the official countdown to coachella begins
1,saturday lineup coachella
1,rt poundsigndead lmao rt defpenradio we see nothing wrong with this coachella lineup
1,at least artists luv c gt coachella for those about to rt coachella coachella
0,the lineup has been released and i have declined the invitation to play at the coachella music festival sorry maybe next year
1,rt modelinia the coachella lineup has arrived here are acts you must see at this years festival
1,rt yahbishcourts finally its up cant wait coachella
1,def going to see acdc at coachella entirely covered in leather
1,just saw the coachella line upis it too late to consider tickets soulisdying
1,at times like this i wish i was american coachella
1,stvincent i was wishing and hoping and thinking and granted see you at coachella
0,holy shi coachella
1,jack white coachella
1,coachella drake
1,every day it grows a little harder to not whip out i told you sos re drake bein the bes people are coming round haters coachella
0,coachella from italy hmm coachella
1,see in the dessert kyraix sammyslammr coachella roundthree excited itsallhappening
1,this line up over the real line up all daycoachella
-1,rt dopeposts first coachella now govballnyc will have drake as a headliner
1,yaaaassss coachella line up is on pointcant wait till april coachella coachellalineup
0,acdc is still going coachella
1,coachella tickets super thurs to mon flight in april from dbx to lax april th coachella
1,i want to goooo to coachella so bad coachella can i go
1,rt charlotteabotsi coachella lineup looking lit im so excited im in there coachella
0,drake to headine coachella also acdc jackwhite and others
-1,prob the worst line up ive ever seen coachella
0,rt howiewoodpromo this years coachella is being headlined by acdc jack white amp champagnepapi coachella hrp howiewood
1,it is on coachella herewecome indiosnotready
0,could ingrosso andor axwell add flights for tim to their rider for coachella ta
-1,like half of the hipsters in the world havent gotten some of their fashions from steely dan coachella
1,coachella acdc jack white drake tycho florence and the machine
-1,line up out already or is it fake like every other year coachella
1,rt guyfieriaaf whose excited for coachella coachella
1,indiana usa south bend coachella coachella full lineup big names and bigger surprises coachella
1,so uhhhh coachella
1,coachella line up coachella coachella usa music festival
0,coachella lineup announced it is all in the small print stpbrokenbones builtspill pandabear
0,marinasdiamonds is playing coachella gives me hope shell come back to austin for sxsw
1,says days till coachella jheeezeeeee turnup
1,i heard coachella will have hologram pac onstage with a lint roller to keep drake sweatpants looking fresh coachella
1,coachella is this a festival full of basketball coaches
1,the coachella lineup was released today and my boyfriend is pumped for brand new
1,rt burgundykay dying to go to coachella
0,coachella tickets go on sale this friday
0,waiting on someone to buy me coachella tickets
0,rt mitchmarzuola migos shows up and debuts shmigo gang with a bobby shmurda hologram coachella
0,festie bod makeover day coachella
1,interpol ghostface action bronson the weeknd fka twigs drake lil b touch amore bad religion coachella worth grand
1,xoliss coachella line up got me likeee coachella ultraeurope theyachtweek just keep sayin it over amp over
0,acdc and steely dan in a field under the stars all we need is a kegger and your camaro and were back in high school coachella
1,last day is the best day coachella
-1,what a disappointing lineup coachella coachella yawn
1,cmonnnnnn lineup coachella impatient
1,spiritcape whos joining us coachella i guess coachella is the move this year
-1,rt charlieadrien lmfao rt raury whos responsible coachella
-1,this is what stress looks like fuck coachella coachella needthesepasses
1,vancejoy is going to be at coachella i must go
1,coachella nice
1,nocturnal in oc drake at coachella cant miss em
0,new halloffame class announced and coachella lineup rip twitter
1,round here we come coachella realdug
1,jack white kasabian amp royal blood all in one day promise me coachella
1,commence coachella commentary taking over my facebook feed coachella blowingup
-1,i hope kanye is a surprise guest during steely dan year olds will think steely dan is going to be famous now bc of it coachella
1,everyone i love is playing at coachella and i cant stop tweeting about it lol
1,holy fucking shit yes coachella
-1,how the fuck do you even say this ones axwell up to the power of ingrosso i want rock not math coachella
-1,kygo loses his nexus presets coachella
0,top acts of coachella tame impala ratatat mac demarco father john misty brand new flying lotus angus amp julia stone
1,timeline photos i bleach idk boutchuuuuu but dizzzzzzzz qttttttttt weady fo coachella
1,i am extreamly excited about the drive like jehu reunion coachella
0,coachella anyone coachella
0,scratch that its people i want the vip package coachella
-1,coachella fuuuuuuuuck coachella coachellalineup coachella
0,can somebody please explain to me what coachella is coachella coachella thanks
-1,really bummed michael bolton isnt on the coachella lineup
1,awesome that drake will be at coachella it would be an awesome concert if britneyspears and taylorswift would also perform
-1,i little bit disappointed but the first day is gonna be amazing coachella coachella lineup
1,rt jammit see in the dessert kyraix sammyslammr coachella roundthree excited itsallhappening
1,now im officially stoked coachella
1,flotweet super thrilled cya at weekend coachella
-1,damn coachella line up is so ugggggh
0,lights we are rt mastervickster petition for lights to play coachella wjbisykl
1,steely dan at coachella well i gotta go now
1,coachella tickets on sale tomorrow so who is buying mine
0,rt cyrusisbomb miley bleached her hair for coachella
1,acdc and steely dan at coachella looks like the retirement homes needs a road trip acdc is always fun though music
0,rt silenteyedstorm festival season is on the horizon amp festivallawyer has a few tips bonnaroo coachella lo
-1,yeah the coachella lineup isnt as good as last year
0,get the full coachella lineup and details now tickets on sale tomorrow at pm coachella coachella
1,azealiabanks ill be there just for you coachella
1,did everyone else drop everything when the coachella lineup came out or coachella
0,lineup is here coachella cc gradientmag
1,watch out coachella weekend here we come coachella
0,rt heytimarnold could ingrosso andor axwell add flights for tim to their rider for coachella ta
0,fans and haters react to coachella acdc drake jackwhite what do you think about the lineup coachella
0,im not friends with people who love the sahara tent coachella
1,rt tortaxxlynnerz i have to go to coachella
1,somebody get me to coachella and ill be forever grateful
0,stubhub who are you the most excited to see at coachella theweeknd please send me tixwish
0,coachella the year deephouse took over coachella
1,im gonna go home relax and look over this line up like a barbor coachella
1,the lineup is so perfect coachella
1,surprised at the coachella lineup normally loads of bands on i want to see seems a bit random this year
1,feb a legend was born coachella xofam
-1,coachella doesnt even look impressive to me lol
-1,the coachella lineup is total garbage again thats cool coachella
0,mydesert coachella festival passes sell out in minutes coachella kms
1,got to love my toronto ppl drake and jackwhite headline coachella coachella
1,mtvwrapup drakes set to headline coachella alongside fkatwigs theweeknd amp azealiabanks all i would go for
-1,coachella lineup is unbelievably weak
1,coachella im coming to ya
1,icymi coachella lineup is tickets on sale tomorrow pm est coachella
-1,rt alexafayee todays schedule consists of internship training followed by the extreme stress spending hours in an online waiting room fo
-1,some pretty sick bands are going to be at coachella however im not about to pay all of that
1,am i too old to go to coachella
1,someone take me to coachella
1,if drake brings out nickiminaj and liltunechi and perform truffle butter coachella
1,the line up for coachella is beautiful
-1,rt dannysayrelax edc who ultra what coachella
1,rt brianfbenton dream coachella lineup coachella drake drizzy champagnepapi coachella drake
1,the line up for coachella looks amazing
1,april can you get here faster coachella
1,baileytaylorr mariahpickett solid line up coachella
1,im so happy i can see fka twigs and hozier coachella
0,argh go away coachella lineup youre so beautiful i cant even look at you
1,rt ashleybubba all its missing is a little bit of nectar bassnectar coachella
-1,coachella half the line up ive seen the other half i wouldnt pay to see or be in that heat for
1,only the best of the bestcoachella
1,coachella looks pretty awesome
0,trading a weekend pass for a weekend pass rt coachella
0,songoftheday you shook me all night long by acdc in honor of coachella and dallasearthquake was that last one
0,rt barbarachai oh snap coachella headliners include jack white acdc drake
1,theres just to much greatness going on coachella governorsball just boom mind explosion overload
1,this is my wish every damn year bruh rt grav i wish i was at coachella
1,rt itisjonwilson so im dying right now i need to go to coachella and see flotweet
1,super pumped for acdc and steely dan kickinitoldschoool coachella
0,will exchange a coachella weekend shuttle pass for a weekend car camping pass coachella coachella
-1,i have to go to coachella
0,rileybarnes wooo lets go stay in the jungle and listen to no named artist for a few days coachella radical ultrarad im dead
-1,a better line up last yearcoachella outkast babe
-1,why the fuck is drake performing at coachella
-1,if i wanted to hear ac dc and a whole lot of metallic noise id go to jiffy lube and save a few thousand dollars coachella
1,theelectrorev breaking news the lineup for coachella is out angieexh
0,what does everybody think of the coachella lineup coachella
1,just found out that axwellingrosso are in the coachella lineup nadiarx
0,coachella merriam fitzwater and the tumbling ruckus
1,already got my tickets cant wait coachella
1,rt kailaviolette weekend here we come mbonfiglio chelslerma coachella
1,i wish the weeknd was on drakes show coachella
1,someone take me coachella
1,florence and the fucking machine too in actual tears coachella yasssssssssss
-1,worst lineup ever coachella
1,i need to fuck a rich woman so she can pay for me to go coachella
0,you guys mileycyrus is instagramming about nasa hubbletelescopes new pic also rips coachella
-1,insane line up coachella coachella
0,rt revolttv who else would you have added to the coachella lineup talkback
-1,rt gabedecastro dear coachella please tell me that this line up is a bad joke coachella coachellalineup
1,see you in april coachella
-1,not excited that mainstream hip hoprampb artists are headlining hippie coachella but already got my tixfinna get in my feelings drake
1,alabamashakes yay coachella see you there weekend
1,yoooooo that coachella lineup
1,skirtlin forever the lineup is here coachella please cjyerack yes skirtlin
1,i would sell my nonexistent soul to go to coachella
1,and i i am the happiest kid in town as seeing flotweet on latest coachella lineup def look forward to watching the live stream
1,the lineup is out time to start my research coachella
0,the lineup for coachella is out who are you excited to see coachella coachella coachellafashion music
1,i really think i need to basically blow all my money to go to coachella this yr coachella
-1,thanks coachella for crushing my dreams
1,rt sierralkbabe so psyched for coachella with hannahhray
1,damn i really want to go to coachella but its so close to ultra
-1,that was such a tease theweeknd coachella
0,coachella lolz already streaming live
1,pretty positive the makers of the coachella sunday lineup hacked into my spotify account its so perfect someone get me there
1,coachella is going to be lit
1,rt jasminalyssa almost time coachella
0,circa survive and flosstradamus combine mosh pits coachella
-1,rt doomsdaybrand what no hardstyle on that lineup and ppl are stoked well pass on it coachella
1,just once id love to know what it would be like to go to coachella coachella whoswithme
1,the coachella lineup beatport would be easier if they told us who isnt playing edm edmfamily festivals
1,coachella lineup is fuckin sweeeeeet
1,hayeezus plz rt earmilk its here official coachella lineup coachella drake theweeknd and so many more
-1,rt jawhnn coachella line up sucks
1,guess where ill be spending my st birthday coachella st
-1,lamest coachella lineup this far
1,lil b is going to be at coachella shammgodbryant shall we go
1,momomoyouth you getting love in russia congrats on coachella
0,coachella tickets on sale today at pm est full lineup
1,can it be tomorrow so i can just buy this ticket anissaadame my heart cant take it coachella
1,can someone pay for me a plane ticket to california then a ticket to coachella festival i rly wanna go i know im so dreamer
1,so who wants to go to cali in april and turn tf up coachella hipsterlyfe
1,crisis averted coachella
0,i think im too old for coachella i dont want to see any well pay maybe florence if it was free acdc isnt one going mad
1,it doesnt matter if johnny karate and his magical guitar stick arent playing coachella dontforgetyourjauntyhat parksandrecreation
0,coachella w antmizzle
1,weekend i see you coachella stokedalready
1,my moms over hear talking about going to coachella lol okay mom you aint bout to go without me
0,so kim jong poon was unreachable coachella coachella
1,i wanna see drake coachella coachella
0,just calling it now diplo will come out during yellowclaw coachella
1,im that girl dope line up though coachella
0,forever the lineup is here coachella
-1,selling my car so i can go to coachella sorrymom
-1,mshxmsh whos responsible coachella lmaaaaooooo
1,rt dfuckind liltifff fuuckinsarah got them hoes see ya weekend coachella
1,thisjusthappened yay so excited coachella imsobroke lol soworthit
1,pee their pants coachella rt coachella for those about to rt
-1,wait no subterranean bearded women of the moscow underground coachella
1,fka twigs so happy to be going on this trip again coachella coachella haha
0,woof rt barbarachai oh snap coachella headliners include jack white acdc drake
1,so many australians in the line up for coachella mad proud
0,if you could only go to one day of coachella which day would you choose
1,we already got spring poppin drake coachellafest coachella
0,chicken wing tornado coachella
0,go to coachella or go to school hmmmmmmmmmmmmm
0,coachella is here coachella
1,torn between going to week or coachella
0,rt langmarmendoza lioneesssssss rahknee youve been quoted in my storify story fans and haters react to coachella
-1,i know its no longer about the musicbut am i the only one finding coachella line up quite disappointing
1,all i have to say is thank god for presale amp ericatabano coachella
1,coachella lineup doesnt look as appealing as its predecessors still good tho
1,congrats on coachella see you there thebadsuns coachella
1,i dont have tickets coachella
1,i need to go to coachella this year
-1,not gonna lie im a little disappointed raesremmurd isnt on the coachella lineup iaintgotnotype
0,coachella lineup is now out check out the headliners coachella drake acdc coachella coachellafest
1,got my coachella weekend tickets cant wait to cross this off my bucket list
-1,coachella line up is weak a couple good acts here and there butttt for the most part wack pass
1,forever the lineup is here coachella i need to go
1,i dub the year of ravechella coachella
1,lets all cry a little bit because coachella lineup its here and we weep because were poor and not american summerfest
1,hell yeanorwegian act toddterjeolsen ellenwoodep so what do you really really think about the lineup for coachella worth going
-1,spiritcape whos joining us coachella are you fucking pulling my dick ac fukcing dc
0,wait coachella for my birthday weekend
1,can we all just take a moment to praise the coachella lineup
0,my coachella lineup
1,have a song from one of my favourite bands i would go to coachella and brave the hipsters just for them
1,there are no words to describe how pumped i am california here i come coachella
-1,looking at the coachella line up like who are these people
0,sadiiies have fun for me okay punk coachella
0,how to get tickets coachella
-1,the coachella lineup is disappointing dont think its worth the money this year unimpressed
0,will leonardodicaprio be at coachella to show us his new dance moves check out the ones from last year
1,omg coachella cant wait
1,rt dmndrdach excited to see toroymoi on the coachella list new album or mix of les sins stuff listen him in januaryjams
1,rt baileybrimfield forever the lineup is here coachella karaginangel lets go
1,forever the lineup is here coachella margarita ravtender xdannyy squads going my mans gon be der
-1,rt thebightonight hmm buy tickets to coachella or literally burn
1,coachella sounds amazing someone take me
1,kroq coachella theweeknd yes now i have an awesome th birthday present for my daughter coachella
0,nme small print more interesting coachella built to spill drive like jehu reverend horton heat sloan
1,joandidion for celine lillypulitzer for target acdc for coachella two out of three aint bad
0,ghostface amp porter robinson debut their side project coachella
-1,coachella coachella never trying to put that many black aritst on the event please tell me how many they have this year
1,i wanna go see coachella
1,coachella this year well of course coachella
0,was it record time for coachella to sell out i dont think so but pretty damn close
0,ahhh the anticipation of waiting to see this years lineup is driving me crazy coachella aimingforweekend
0,action bronson and azealie banks on the same day for the first onstage twitter beefing performance coachella
0,forever the lineup is here coachella
1,florence and the machine is the best live act on the coachella lineup trust me coachella
1,i must see fkatwigs and drake coachella
0,coachella and so it begins
0,coachella lineup acdc jack white drake steely dan florence amp the machine altj vic mensa more
-1,coachella line up this year is so weak coachella
1,becausecoachella coachella coachella valley music festival
0,pacsun what weve all been waiting for coachella coachella anyone lets goo
1,perhaps this will be the year coachella
0,coachella lineup announced
1,verballl take me to coachella wid swayyne yeessss
0,rt brownjenjen coachella acdc steely dan drake among headliners coachella having peforme
1,repost kenzasmg one day ill go coachella coachella coachella
0,steelydan are booked for coachella and a lot of people of a certain age are asking whats coachella
1,in off the red coachella ticketsdone coachella coachella now to get in shape
-1,coachella lineup sucks what happened to kendricklamar and schoolboyq
1,really liking the coachella lineup now how do i get a ticket and a fine way to go
1,tomorrow at noon my life will change for better or worse coachella
0,brb taking out a loan and getting a second job coachella coachella
1,oficallly going to coachella this year coachella musicislife
-1,i want go to coachella but that wont happen
-1,youre either the type of person planning their entire coachella weekend or you have your life going in the right direction
0,coachella official line up coachella
1,after looking at the lineup i cant wait until its april coachella
1,see you soon coachella my favorite festival ever betterthanedc coachella indio coachella
1,rt ruvalcabafelipe coachella plans turn the fuck up coachella
1,rt beranek the lineup for coachella looks amazing
1,mrielena belongs at coachella
1,guess ill be selling my coachella tickets not a single day im remotely excited about maybe im just getting old
1,coachella line up is mad bruh
1,this is why i love spotify coachella weekend
1,im coming for you coachella the lineup is ill
1,rt brianamelisssa the weeknd amp drake i think soooo coachella
1,inournook i bet youre excited for coachella
-1,follow francaise lebanese lea makhoul in instagram leamakhoul fashion france coachella
0,is miley gonna perform on coachella
0,nowplaying hollywood forever cemetery sings father john misty fear fun on spotify coachella
1,got my coachella ticket coachella datkid
1,man that coachella lineup cali trip
1,but yea im excited for coachella man
1,my heart just pooped its pants coachella
0,rt badmanmedia the coachella line up has been announced
-1,really disappointed ku klux clown is missing coachella
0,trying to think about what artists i was expecting to see on this coachella lineup but i cant really think of anyone
0,joycemanor is playing coachella
0,dance music taking america by storm coachella coachella
1,i neeeeeeed to go on both days drake theweeknd coachella coachella
0,trying to save up for e comiccon coachella outsidelands or bottlerock got me like
-1,if popularity is a sword then coachella seems to have committed seppuku with it sameoldbands newhigherprices rip
1,its official now coachella here i come
0,coachella lineup is out what do we think rikkidontlosethatnumber coachella
0,rt loudlightnews click on the link or the picture to see the coachella lineup coachella
1,drake the weeknd kaskade acdc coachella
-1,worst coachella line up in years coachella coachella
-1,suck my dick coachella by flyydoggsexmachine
1,weekend yee coachella
0,maybe azealiabanks and actionbronson can make peace during coachella
1,acdc tyler the creator drake and jack white all headlining this years coachella really debating on going
1,i wanna go so bad coachella
0,rip in peace little bank account coachella
0,to go or not to go coachella lineup announced acdc steely dan drake among headliners
1,i would do appalling things to be at that coachella lineup
1,wow stromae a coachella bravo
-1,this year line up for coachella nothankyou coachella
-1,and acdc wtf coachella
-1,its weird how the smaller font are far more interesting acts than the bigger ones coachella
1,cant wait for april coachella
-1,acdc nd jack white at coachella excuse me while i go cry coachella galenharris need to go so bad def watching online this yr
0,coachella line up whos going
1,if by any chance i dont go to coachella i hope and pray that the osheaga line up will be similar or better thatd be dope
1,forever the lineup is here coachella abigailspong we have to go
1,rt kianmash see you there coachella lineupdjneon
1,coachella weekend here i come ill be honest the headliners are not doing much for me but
1,dream coachella lineup coachella drake drizzy champagnepapi coachella drake
1,katrina coachella way to start of the new year coachella
1,someone needs to go with me to coachella serioussly coachella coachellabuddyneeded
0,softesthard thatmetalshow youve been quoted in my storify story fans and haters react to coachella
0,soo i have a week pass anyone down to trade for week coachella
1,wish i was going to coachella
1,all of the headliners look great this year rt stubhub who are you the most excited to see at coachella
1,rt nickdevlv cant wait to be chillin at chella coachella week yuma
1,rt thenickflores coachella holy shit
1,my mood when i saw the coachella lineup
1,coachella outfit planning begins now
0,altj hozier steely dan alabama shakes st vincent ryan adams coachella
0,feelin good about savin some dough after checking out the coachella scehdule
1,lilbthebasedgod top people im excited to see at coachella
1,so many music festivals so little money coachella carolinarebellion sxsw
1,and how forget to alesso the song heroes and he will be the icing on the cake coachella counting the days
1,the only thing i see when i see this coachella coachella
1,that wouldve been dope travi scott pnd jhene aiko disclosure sampha and wiz add them to the line up coachella revolttv
0,are you excited for coachella asksarai krazyrayrayy
-1,do i have really shitty eye site or is dillonfrancis not on the coachella line up coachella wtf idgafos msfr
-1,waltynamedsalty whos responsible coachella
1,music festy lineup announcements likexmasinjanuary coachella
0,and here it is this years coachella lineup coachella rockshow rock rockandroll
1,lets fuggin go coachella basicpost coachella coachellalineup
0,oh my god coachella
1,the weeknd coachella
1,if only i could afford coachella tickets right now
0,tickets to day and pretty please coachella
0,is it okay if ive never heard of the names in coachella lineup
1,coachella actually froffing for the lineup gimmealineup days bringit visasontheready coachella
1,coachella coming soon vaughnisgr terribly wavy fckthatft lexxy krook prod by lord rolex
0,whos trynna go to coachella this year though coachella
-1,if migos were somehow added to the coachella lineup
1,rt jeremyhalfbreed i need to fuck a rich woman so she can pay for me to go coachella
-1,official lineup this one is a little better still not that impressed coachella
0,lilbthebasedgod just saw the line up dad are you gonna be there the th or the th coachella
1,so the coachella line up has been released we want tickets now whos favourite on the line up coachella coachellalineup
0,levonisms we used your tweet in our story about coachella
1,the song i am most excited to see live coachella is this toddterjeolsen inspectornorse coachella
1,holy music batman coachella summibear summibear summibear werethere
1,and the real countdown begins coachella
1,coachella line up has me like
1,chelsea peretti surfer voice ok but likehow can we create a lineup that will attract more frat boiz this year coachella
1,so many good line ups coachella
1,coachella drake is gonna be there therefore i must be there
1,im hyperventilating coachella
-1,disappointed at the coachella line up to be honest only the edm artist are good this year coachella
1,coachella is going to be fun this year coachella
-1,i dont have a clue why everybody is going nuts about coachella have you seen the forthelove festival lineup
-1,renrendaquial whos responsible coachella
-1,the line up so stacked this year coachella
0,coachella lineup coachella
1,rt patnasty coachella coachella live life while you can see u in indio ca in april nastypromotions karmaloop
1,azealiabanks gonna go at it at coachella
-1,anyone going to coachella coachella whats the deal with camping not being available to buy bit crap if you already have a pass
1,flotweet and marinasdiamonds lined up for coachella
1,rt if youre ready to grab those flower crowns coachella lineup is out coachella coachella
1,i really wanna go to coachella
1,kaskade forever the lineup is here coachella cue the flower headband display front center lmao
1,i just wish i could go coachella
0,i see you msrebeccablack coachella
-1,jebmontecillo whos responsible coachella
1,rt krissallegra this surprising day every year is like christmas coachella
1,ahh but that coachella lineup though coachella coachella coachellalineup
1,time to break the bank coachella
1,cant wait rtforever the lineup is here coachella
1,i cant breath coachella
1,coachella i just cant wait
1,raekwon you see it coachella the chef coming to the desert yeahh
1,i made a coachella playlist with all my fave songs from my fave artists on the lineup music coachella
1,evelinabarry o m g if you dont make an epic vlogvideo of coachella i dont know who will
1,yessss coachella lineup i knew it was happening today coachella
1,i might be the only one who noticed dubfire loco dice and new world punx on the coachella lineup
1,kinda drakin over the coachella lineup
-1,meh lineup is only so so coachella lineup announced via pitchfork
1,drake the weeknd and florence and machine are going to be at coahella this year ahhhhhh i wanna go so bad coachella
-1,im not to thrilled about the coachella lineup but im excited for festival season i really want to go to a festival this year
1,the minute countdown coachella
-1,coachellatickets coachella i hate this
0,coachellabrand new lt most excited yup not drake coachella
1,rt briannalamoraa whats all this talk about coachella beccapayne ready to go
1,excited for my th coachella who else is riding off into the desert coachella
0,buying tickets for coachella is like trying to catch mewtwo with a pokeball
1,fuck me dude i want to go so baddddd coachella
1,coachella lineup is electronicstrong this year fuck the haters coachella
0,standby coachella
-1,rt thekevinryder bummed were not gonna see the reunion of the armadildos at coachella coachella
1,rt sequence the hipster in me is pleased with this lineup coachella
0,gotta be quick on the trigger coachella
0,i literally cant even right now coachella coachella for those about to rt
1,still trying to find tickets for coachella so hmu if youre selling
-1,not impressed with the coachella line up this year coachella coachellafail wth
-1,lol never mind just looked at prices coachella
1,rt taraanalisee theglasshouse in case you missed it coachella lineup coachella desert valleriesimpso
-1,cleanbandit were playing at coachella this year could not be more excited coachella someone pleaseeeeeee
1,thinking about sneaking into coachella just to see marinasdiamonds perform
1,soooo excited for coachella
1,jennihogan im choosing to read that as coachella
0,seems like you pretty much have to be down with edm to justify going to coachella anymore coachella
1,all yall haters should of been on that payment plan ya feel me coachella blessed paidandgoing weekendtwotu
0,the only coachella artist you should be talking about is brant bjork bros
0,rt vanessafranko big reunion is ride but callmeepj points out that with jennylewis and nto both on sunday maybe rilo kiley reuni
-1,have you seen coachella lineup missytrib
0,anyone from texas plan on attending to coachella coachella texas
